Time,QueueLength,QueueStatus
793.0,1,"[(52, 'Emergence_Patient', 873)]"
794.0,1,"[(52, 'Emergence_Patient', 873)]"
795.0,1,"[(52, 'Emergence_Patient', 873)]"
796.0,1,"[(52, 'Emergence_Patient', 873)]"
797.0,1,"[(52, 'Emergence_Patient', 873)]"
798.0,1,"[(52, 'Emergence_Patient', 873)]"
799.0,1,"[(52, 'Emergence_Patient', 873)]"
800.0,1,"[(52, 'Emergence_Patient', 873)]"
801.0,1,"[(52, 'Emergence_Patient', 873)]"
802.0,2,"[(52, 'Emergence_Patient', 873), (76, 'Naive_Patient', inf)]"
802.0,2,"[(52, 'Emergence_Patient', 873), (76, 'Naive_Patient', inf)]"
803.0,2,"[(52, 'Emergence_Patient', 873), (76, 'Naive_Patient', inf)]"
804.0,2,"[(52, 'Emergence_Patient', 873), (76, 'Naive_Patient', inf)]"
805.0,2,"[(52, 'Emergence_Patient', 873), (76, 'Naive_Patient', inf)]"
806.0,2,"[(52, 'Emergence_Patient', 873), (76, 'Naive_Patient', inf)]"
807.0,2,"[(52, 'Emergence_Patient', 873), (76, 'Naive_Patient', inf)]"
807.4,1,"[(52, 'Emergence_Patient', 873)]"
808.0,1,"[(52, 'Emergence_Patient', 873)]"
809.0,2,"[(52, 'Emergence_Patient', 873), (77, 'Emergence_Patient', 917)]"
809.0,2,"[(52, 'Emergence_Patient', 873), (77, 'Emergence_Patient', 917)]"
810.0,2,"[(52, 'Emergence_Patient', 873), (77, 'Emergence_Patient', 917)]"
811.0,2,"[(52, 'Emergence_Patient', 873), (77, 'Emergence_Patient', 917)]"
812.0,2,"[(52, 'Emergence_Patient', 873), (77, 'Emergence_Patient', 917)]"
813.0,2,"[(52, 'Emergence_Patient', 873), (77, 'Emergence_Patient', 917)]"
814.0,2,"[(52, 'Emergence_Patient', 873), (77, 'Emergence_Patient', 917)]"
815.0,2,"[(52, 'Emergence_Patient', 873), (77, 'Emergence_Patient', 917)]"
816.0,2,"[(52, 'Emergence_Patient', 873), (77, 'Emergence_Patient', 917)]"
817.0,3,"[(52, 'Emergence_Patient', 873), (77, 'Emergence_Patient', 917), (78, 'Emergence_Patient', 936)]"
817.0,3,"[(52, 'Emergence_Patient', 873), (77, 'Emergence_Patient', 917), (78, 'Emergence_Patient', 936)]"
817.4,2,"[(52, 'Emergence_Patient', 873), (78, 'Emergence_Patient', 936)]"
818.0,2,"[(52, 'Emergence_Patient', 873), (78, 'Emergence_Patient', 936)]"
819.0,2,"[(52, 'Emergence_Patient', 873), (78, 'Emergence_Patient', 936)]"
820.0,2,"[(52, 'Emergence_Patient', 873), (78, 'Emergence_Patient', 936)]"
821.0,2,"[(52, 'Emergence_Patient', 873), (78, 'Emergence_Patient', 936)]"
822.0,2,"[(52, 'Emergence_Patient', 873), (78, 'Emergence_Patient', 936)]"
823.0,2,"[(52, 'Emergence_Patient', 873), (78, 'Emergence_Patient', 936)]"
823.8,1,"[(52, 'Emergence_Patient', 873)]"
824.0,1,"[(52, 'Emergence_Patient', 873)]"
825.0,1,"[(52, 'Emergence_Patient', 873)]"
825.8,1,"[(52, 'Emergence_Patient', 873)]"
826.0,1,"[(52, 'Emergence_Patient', 873)]"
827.0,1,"[(52, 'Emergence_Patient', 873)]"
828.0,2,"[(52, 'Emergence_Patient', 873), (79, 'Emergence_Patient', 944)]"
828.0,2,"[(52, 'Emergence_Patient', 873), (79, 'Emergence_Patient', 944)]"
828.6,1,"[(52, 'Emergence_Patient', 873)]"
829.0,1,"[(52, 'Emergence_Patient', 873)]"
829.2,1,"[(52, 'Emergence_Patient', 873)]"
830.0,1,"[(52, 'Emergence_Patient', 873)]"
830.5999999999999,1,"[(52, 'Emergence_Patient', 873)]"
831.0,1,"[(52, 'Emergence_Patient', 873)]"
832.0,1,"[(52, 'Emergence_Patient', 873)]"
833.0,1,"[(52, 'Emergence_Patient', 873)]"
834.0,1,"[(52, 'Emergence_Patient', 873)]"
835.0,1,"[(52, 'Emergence_Patient', 873)]"
836.0,2,"[(80, 'Emergence_Patient', 836), (52, 'Emergence_Patient', 873)]"
836.0,2,"[(80, 'Emergence_Patient', 836), (52, 'Emergence_Patient', 873)]"
837.0,1,"[(52, 'Emergence_Patient', 873)]"
838.0,1,"[(52, 'Emergence_Patient', 873)]"
839.0,1,"[(52, 'Emergence_Patient', 873)]"
840.0,1,"[(52, 'Emergence_Patient', 873)]"
841.0,1,"[(52, 'Emergence_Patient', 873)]"
842.0,1,"[(52, 'Emergence_Patient', 873)]"
843.0,1,"[(52, 'Emergence_Patient', 873)]"
843.2,1,"[(52, 'Emergence_Patient', 873)]"
844.0,1,"[(52, 'Emergence_Patient', 873)]"
845.0,1,"[(52, 'Emergence_Patient', 873)]"
846.0,2,"[(52, 'Emergence_Patient', 873), (81, 'Emergence_Patient', 1103)]"
846.0,2,"[(52, 'Emergence_Patient', 873), (81, 'Emergence_Patient', 1103)]"
847.0,2,"[(52, 'Emergence_Patient', 873), (81, 'Emergence_Patient', 1103)]"
848.0,2,"[(52, 'Emergence_Patient', 873), (81, 'Emergence_Patient', 1103)]"
849.0,2,"[(52, 'Emergence_Patient', 873), (81, 'Emergence_Patient', 1103)]"
850.0,1,"[(52, 'Emergence_Patient', 873)]"
850.0,1,"[(52, 'Emergence_Patient', 873)]"
851.0,1,"[(52, 'Emergence_Patient', 873)]"
852.0,1,"[(52, 'Emergence_Patient', 873)]"
853.0,1,"[(52, 'Emergence_Patient', 873)]"
854.0,1,"[(52, 'Emergence_Patient', 873)]"
854.0,1,"[(52, 'Emergence_Patient', 873)]"
855.0,1,"[(52, 'Emergence_Patient', 873)]"
856.0,2,"[(52, 'Emergence_Patient', 873), (82, 'Emergence_Patient', 1298)]"
856.0,2,"[(52, 'Emergence_Patient', 873), (82, 'Emergence_Patient', 1298)]"
857.0,2,"[(52, 'Emergence_Patient', 873), (82, 'Emergence_Patient', 1298)]"
858.0,2,"[(52, 'Emergence_Patient', 873), (82, 'Emergence_Patient', 1298)]"
859.0,2,"[(52, 'Emergence_Patient', 873), (82, 'Emergence_Patient', 1298)]"
860.0,2,"[(52, 'Emergence_Patient', 873), (82, 'Emergence_Patient', 1298)]"
860.6,1,"[(52, 'Emergence_Patient', 873)]"
861.0,1,"[(52, 'Emergence_Patient', 873)]"
862.0,1,"[(52, 'Emergence_Patient', 873)]"
863.0,1,"[(52, 'Emergence_Patient', 873)]"
864.0,1,"[(52, 'Emergence_Patient', 873)]"
865.0,1,"[(52, 'Emergence_Patient', 873)]"
865.2,1,"[(52, 'Emergence_Patient', 873)]"
866.0,1,"[(52, 'Emergence_Patient', 873)]"
867.0,2,"[(52, 'Emergence_Patient', 873), (83, 'Emergence_Patient', 915)]"
867.0,2,"[(52, 'Emergence_Patient', 873), (83, 'Emergence_Patient', 915)]"
868.0,2,"[(52, 'Emergence_Patient', 873), (83, 'Emergence_Patient', 915)]"
869.0,2,"[(52, 'Emergence_Patient', 873), (83, 'Emergence_Patient', 915)]"
870.0,2,"[(52, 'Emergence_Patient', 873), (83, 'Emergence_Patient', 915)]"
871.0,2,"[(52, 'Emergence_Patient', 873), (83, 'Emergence_Patient', 915)]"
872.0,2,"[(52, 'Emergence_Patient', 873), (83, 'Emergence_Patient', 915)]"
873.0,2,"[(52, 'Emergence_Patient', 873), (83, 'Emergence_Patient', 915)]"
873.6,1,"[(52, 'Emergence_Patient', 873)]"
874.0,0,[]
875.0,0,[]
876.0,0,[]
877.0,0,[]
878.0,1,"[(84, 'Emergence_Patient', 1279)]"
878.0,1,"[(84, 'Emergence_Patient', 1279)]"
879.0,1,"[(84, 'Emergence_Patient', 1279)]"
879.8,0,[]
880.0,0,[]
880.2,0,[]
881.0,0,[]
881.5999999999999,0,[]
882.0,0,[]
883.0,0,[]
884.0,0,[]
885.0,0,[]
886.0,0,[]
887.0,0,[]
888.0,0,[]
889.0,0,[]
890.0,0,[]
891.0,0,[]
892.0,0,[]
893.0,0,[]
894.0,0,[]
895.0,1,"[(85, 'Naive_Patient', inf)]"
895.0,1,"[(85, 'Naive_Patient', inf)]"
896.0,1,"[(85, 'Naive_Patient', inf)]"
897.0,1,"[(85, 'Naive_Patient', inf)]"
898.0,1,"[(85, 'Naive_Patient', inf)]"
899.0,1,"[(85, 'Naive_Patient', inf)]"
899.2,0,[]
900.0,0,[]
901.0,0,[]
902.0,0,[]
903.0,0,[]
904.0,0,[]
905.0,0,[]
906.0,1,"[(86, 'Emergence_Patient', 1495)]"
906.0,1,"[(86, 'Emergence_Patient', 1495)]"
907.0,1,"[(86, 'Emergence_Patient', 1495)]"
908.0,0,[]
908.0,0,[]
909.0,0,[]
910.0,0,[]
910.0,0,[]
911.0,0,[]
912.0,0,[]
913.0,0,[]
914.0,0,[]
915.0,0,[]
916.0,0,[]
917.0,1,"[(87, 'Naive_Patient', inf)]"
917.0,1,"[(87, 'Naive_Patient', inf)]"
918.0,1,"[(87, 'Naive_Patient', inf)]"
919.0,1,"[(87, 'Naive_Patient', inf)]"
920.0,1,"[(87, 'Naive_Patient', inf)]"
921.0,1,"[(87, 'Naive_Patient', inf)]"
922.0,1,"[(87, 'Naive_Patient', inf)]"
922.6,0,[]
923.0,0,[]
924.0,0,[]
925.0,0,[]
926.0,1,"[(88, 'Naive_Patient', inf)]"
926.0,1,"[(88, 'Naive_Patient', inf)]"
927.0,1,"[(88, 'Naive_Patient', inf)]"
928.0,1,"[(88, 'Naive_Patient', inf)]"
929.0,1,"[(88, 'Naive_Patient', inf)]"
929.2,0,[]
930.0,0,[]
931.0,0,[]
932.0,0,[]
933.0,0,[]
934.0,0,[]
935.0,0,[]
936.0,0,[]
937.0,0,[]
938.0,0,[]
939.0,0,[]
940.0,1,"[(89, 'Emergence_Patient', 1027)]"
940.0,1,"[(89, 'Emergence_Patient', 1027)]"
941.0,1,"[(89, 'Emergence_Patient', 1027)]"
942.0,1,"[(89, 'Emergence_Patient', 1027)]"
943.0,1,"[(89, 'Emergence_Patient', 1027)]"
944.0,1,"[(89, 'Emergence_Patient', 1027)]"
945.0,1,"[(89, 'Emergence_Patient', 1027)]"
946.0,1,"[(89, 'Emergence_Patient', 1027)]"
947.0,1,"[(89, 'Emergence_Patient', 1027)]"
948.0,1,"[(89, 'Emergence_Patient', 1027)]"
949.0,1,"[(89, 'Emergence_Patient', 1027)]"
950.0,0,[]
950.0,0,[]
951.0,1,"[(90, 'Emergence_Patient', 1225)]"
951.0,1,"[(90, 'Emergence_Patient', 1225)]"
952.0,1,"[(90, 'Emergence_Patient', 1225)]"
953.0,1,"[(90, 'Emergence_Patient', 1225)]"
953.4,0,[]
954.0,0,[]
955.0,0,[]
955.8,0,[]
956.0,0,[]
957.0,0,[]
958.0,1,"[(91, 'Emergence_Patient', 1033)]"
958.0,1,"[(91, 'Emergence_Patient', 1033)]"
959.0,1,"[(91, 'Emergence_Patient', 1033)]"
960.0,1,"[(91, 'Emergence_Patient', 1033)]"
960.0,1,"[(91, 'Emergence_Patient', 1033)]"
961.0,1,"[(91, 'Emergence_Patient', 1033)]"
962.0,1,"[(91, 'Emergence_Patient', 1033)]"
963.0,1,"[(91, 'Emergence_Patient', 1033)]"
964.0,1,"[(91, 'Emergence_Patient', 1033)]"
964.6,0,[]
965.0,0,[]
966.0,0,[]
967.0,0,[]
968.0,0,[]
969.0,0,[]
970.0,0,[]
971.0,0,[]
971.2,0,[]
972.0,1,"[(92, 'Emergence_Patient', 1082)]"
972.0,1,"[(92, 'Emergence_Patient', 1082)]"
973.0,1,"[(92, 'Emergence_Patient', 1082)]"
974.0,1,"[(92, 'Emergence_Patient', 1082)]"
975.0,1,"[(92, 'Emergence_Patient', 1082)]"
976.0,1,"[(92, 'Emergence_Patient', 1082)]"
977.0,1,"[(92, 'Emergence_Patient', 1082)]"
977.4,0,[]
978.0,0,[]
979.0,0,[]
980.0,1,"[(93, 'Naive_Patient', inf)]"
980.0,1,"[(93, 'Naive_Patient', inf)]"
981.0,1,"[(93, 'Naive_Patient', inf)]"
982.0,1,"[(93, 'Naive_Patient', inf)]"
982.8,1,"[(93, 'Naive_Patient', inf)]"
983.0,1,"[(93, 'Naive_Patient', inf)]"
984.0,1,"[(93, 'Naive_Patient', inf)]"
985.0,1,"[(93, 'Naive_Patient', inf)]"
986.0,1,"[(93, 'Naive_Patient', inf)]"
987.0,1,"[(93, 'Naive_Patient', inf)]"
987.4,0,[]
988.0,0,[]
989.0,0,[]
990.0,0,[]
991.0,1,"[(94, 'Naive_Patient', inf)]"
991.0,1,"[(94, 'Naive_Patient', inf)]"
992.0,1,"[(94, 'Naive_Patient', inf)]"
993.0,1,"[(94, 'Naive_Patient', inf)]"
994.0,1,"[(94, 'Naive_Patient', inf)]"
995.0,1,"[(94, 'Naive_Patient', inf)]"
996.0,0,[]
996.0,0,[]
997.0,0,[]
998.0,0,[]
999.0,0,[]
1000.0,0,[]
